PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Nchanji, EB; Lutomia, CK; Ageyo, OC; Karanja, D; Kamau, E				Nchanji, Eileen Bogweh; Lutomia, Cosmas Kweyu; Ageyo, Odhiambo Collins; Karanja, David; Kamau, Eliezah			Gender-Responsive Participatory Variety Selection in Kenya: Implications for Common Bean (<i>Phaseolus vulgaris</i> L.) Breeding in Kenya	SUSTAINABILITY												Participatory variety selection (PVS) is the selection of new varieties among fixed lines by farmers under different target environments. It is increasingly being used to select and promote new crop breeding materials in most African countries. A gender-responsive PVS tool was piloted in Embu and Nakuru in the first and second cropping seasons of 2019 to understand similarities and differences between men's and women's varietal and trait preferences for biofortified released varieties and local bean varieties (landraces). Pooled results indicate that varietal and trait preferences between men and women farmers were slightly different but followed gendered roles and division of labor. Women farmers have a higher preference for landraces compared to men due to their availability, affordability and accessibility. Preferences for bean varieties differed between men and women across the two counties. High yielding was the most prioritized trait by both men and women for Mwitemania, Nyota, and Angaza. The findings support the long-held assumption that men prefer market-oriented traits, but women have a greater range of concerns thus less market oriented than men. For Nyota, men's preferences were shaped by market traits, while women's preferences were based on the variety being early maturing, resistant to pests and diseases, marketable, and fast cooking. For other varieties, men preferred Mwitemania because it is high yielding, early maturing, resistant to pests and diseases, and marketable. In contrast, women preferred Mwitemania because of seed availability, fast cooking, and early maturing. However, men's and women's varietal preferences for Angaza were similar, with them reporting early maturing, resistance to pests and diseases, and marketability as attractive traits. Sociodemographic characteristics such as education, age, marital status, and land ownership underlined the differences in trait preferences. Despite having attractive traits for both men and women, Nyota increased drudgery, displaced women from their usual activities, and required additional inputs by women, signaling possible adoption tradeoffs. However, Nyota, Angaza, and Mwitemania can provide the opportunity to increase employment for women. This study calls for gender integration at the design stage of any breeding system to ensure men and women farmers have access to varieties they prefer for food and income generation.					Lutomia, Cosmas/IAP-9610-2023; Eileen, Eileen/GYV-6099-2022; Lutomia, Cosmas/IZD-5797-2023	Lutomia, Cosmas/0000-0003-3546-0552; Odhiambo Ageyo, Collins/0000-0001-8726-9181; Nchanji, Eileen Bogweh/0000-0002-6859-0962														2071-1050				DEC	2021	13	23							13164	10.3390/su132313164	http://dx.doi.org/10.3390/su132313164													WOS:000735087800001
J	Mishra, GP; Ankita; Aski, MS; Tontang, MT; Choudhary, P; Tripathi, K; Singh, A; Kumar, RR; Thimmegowda, V; Stobdan, T; Kumar, A; Bhardwaj, R; Praveen, S; Yadava, DK; Kumar, S; Dikshit, HK				Mishra, Gyan P.; Ankita; Aski, Muraleedhar S.; Tontang, Mechiya Tomuilim; Choudhary, Priti; Tripathi, Kuldeep; Singh, Ajeet; Kumar, Ranjeet Ranjan; Thimmegowda, Vinutha; Stobdan, Tsering; Kumar, Atul; Bhardwaj, Rakesh; Praveen, Shelly; Yadava, Devendra Kumar; Kumar, Shiv; Dikshit, Harsh Kumar			Morphological, Molecular, and Biochemical Characterization of a Unique Lentil (<i>Lens culinaris</i> Medik.) Genotype Showing Seed-Coat Color Anomalies Due to Altered Anthocyanin Pathway	PLANTS-BASEL												This study reports the identification of a unique lentil (Lens culinaris Medik.) genotype L4717-NM, a natural mutant (NM) derived from a variety L4717, producing brown, black, and spotted seed-coat colored seeds in a single plant, generation after generation, in different frequencies. The genetic similarity of L4717 with that of L4717-NM expressing anomalous seed-coat color was established using 54 SSR markers. In addition, various biochemical parameters such as TPC (total phenolic content), TFC (total flavonoid content), DPPH (2,2-diphenyl-1-picrylhydrazyl), FRAP (ferric reducing antioxidant power), H2O2 (peroxide quantification), TCC (total carotenoids content), TAC (total anthocyanin content), and TAA (total ascorbic acid) were also studied in the seeds, sprouts, and seedlings of L4717, brown, black, and spotted seed-coat colored seeds. Stage-specific variations for the key biochemical parameters were recorded, and seedling stage was found the best for many parameters. Moreover, seeds with black seed coat showed better nutraceutical values for most of the studied traits. A highly significant (p <= 0.01) and positive correlation was observed between DPPH and TPC, TAA, TFC, etc., whereas, protein content showed a negative correlation with the other studied parameters. The seed coat is maternal tissue and we expect expression of seed-coat color as per the maternal genotype. However, such an anomalous seed-coat expression, which seems to probably be governed by some transposable element in the identified genotype, warrants more detailed studies involving exploitation of the anthocyanin pathway.					Kumar, Shiv/AAV-9958-2020; Mishra, Gyan P./E-5980-2010; Kumar, Dr Atul/GSO-2354-2022; Kumar, Ranjeet Ranjan/AAJ-9188-2020; Kumar, Atul/IQT-9578-2023	Kumar, Shiv/0000-0001-8407-3562; Mishra, Gyan P./0000-0002-7023-2638; Kumar, Ranjeet Ranjan/0000-0002-2279-6340; 														2223-7747				JUL	2022	11	14							1815	10.3390/plants11141815	http://dx.doi.org/10.3390/plants11141815								35890449					WOS:000834451400001
J	Gebretsadkan, A; Araya, A; Fitiwy, I; Yohannes, T; Kalayu, Z				Gebretsadkan, Abraha; Araya, Alemu; Fitiwy, Ibrahim; Yohannes, Tarekegn; Kalayu, Zebib			Effect of pesticidal weed extracts and soil solarization on soil health and management of onion white rot (<i>Sclerotium cepivorus</i>)	ARCHIVES OF PHYTOPATHOLOGY AND PLANT PROTECTION												A field experiment was conducted to evaluate effect of treatments on soil health and management of white rot which reduces onion yield. The treatments were control, tebuconazole, soil solarization and pesticidal weed extracts (Argemone mexicana, Parthenium hysterophorus, Tagetes minuta & Salvia aethiopis). Result showed that population density of beneficial soil microorganisms were recorded high in soils incorporated withP. hysterophoruswhen compared with soils incorporated with tebuconazole and solarization. Low percentages of disease incidence (3.3%) and severity (16%) were recorded in solarized plots as compared to control (11.7% and 65%, respectively). Application of tebuconazole,T. minutaand solarization increased yield of onion to 12, 11.95 and 10.6 tonnes ha(-1), respectively compared with untreated plot (8.03 tonnes ha(-1)). Thus, soil solarization and pesticidal weeds can be contributed to increase soil health and to the control of white rot diseases, and can be used as an alternative to the chemical pesticides.						Gebretsadkan, Abraha/0000-0001-9267-144X													0323-5408	1477-2906				AUG 26	2020	53	13-14					625	639		10.1080/03235408.2020.1787925	http://dx.doi.org/10.1080/03235408.2020.1787925		JUN 2020											WOS:000549629900001
J	Arora, N; Mishra, SP; Nitnavare, RB; Jaba, J; Kumar, AA; Bhattacharya, J; Sohu, RS; Sharma, HC				Arora, Naveen; Mishra, Suraj Prashad; Nitnavare, Rahul B.; Jaba, Jagdish; Kumar, A. Ashok; Bhattacharya, Joorie; Sohu, Rabinder Singh; Sharma, Hari Chand			Morpho-physiological traits and leaf surface chemicals as markers conferring resistance to sorghum shoot fly (<i>Atherigona soccata</i> Rondani)	FIELD CROPS RESEARCH												Sorghum shoot fly, Atherigona soccata,causes substantial economic losses in sorghum globally. Cultural practices and host plant resistance are effective measures for mitigating the losses caused by sorghum shoot fly. Therefore, we evaluated 32 sorghum genotypes consisting of a set of 10 restorer lines, 10 CMS (cytoplasmic male-sterile) lines and their respective maintainers exhibiting resistance/susceptibility to shoot fly along with resistant and susceptible checks under field conditions. The traits such as leaf glossiness, leaf sheath pigmentation, percentage plants with shoot fly deadhearts and number of shoot fly eggs per plant were used as morphological markers for selecting genotypes with resistance to shoot fly during the rainy and post rainy seasons of 2016 and 2017. The test material was also subjected to biochemical analysis (total soluble sugars, protein and tannin contents), while the leaf surface chemicals were analysed by GC-MS to identify the compounds associated with resistance/susceptibility to shoot fly. The genotypes differed significantly for all the traits, except percentage plants with shoot fly deadhearts during the 2016 rainy season. The genotypes ICSB 458, ICSA/B 467, ICSA/B 487, ICSA/B 14037, IS 18551 and ICSV 93046 exhibited moderate to high levels of resistance to shoot fly based on number of plants with shoot fly deadhearts, plants with shoot fly eggs and total number of shoot fly eggs. The shoot fly resistant genotypes ICSB 84, ICSA/B 467, ICSB 487, ICSB 14024, and IS 18551 had low shoot fly deadheart incidence, higher amounts of condensed tannins, soluble sugars, phenols and lower protein content as compared to the susceptible genotypes. Thirteen unique compounds were identified from leaf surface extracts by GC-MS which were associated with shoot fly resistance/susceptibility. While HPLC analysis revealed that Protocatechuic and coumaric acids were present in most of the sorghum genotypes, but their amounts were significantly greater in resistant as compared to the susceptible ones. The findings of the study highlight the importance of various morphological and biochemical traits conferring resistance to sorghum shoot fly, and these traits can be used as markers to identify shoot fly resistant genotypes for use in breeding programs.					Sohu, Rabinder Singh/JPX-2164-2023	Sohu, Rabinder Singh/0009-0005-8832-8653; Nitnavare, Dr Rahul/0000-0002-8314-5744; ARORA, NAVEEN/0000-0001-9321-1664													0378-4290	1872-6852				FEB 1	2021	261								108029	10.1016/j.fcr.2020.108029	http://dx.doi.org/10.1016/j.fcr.2020.108029													WOS:000604576700004
J	Guébré, D; Traoré, S; Hien, E; Somé, D; Bationo, BA; Wiesmeier, M				Guebre, Daouda; Traore, Salifou; Hien, Edmond; Some, Der; Bationo, Babou Andre; Wiesmeier, Martin			Soil macrofaunal activity, microbial catabolic limitations and nutrient cycling in cropping systems amended with woody residues and nitrogen inputs	PEDOBIOLOGIA												Agroecological practices are emerging as efficient alternatives to address the challenge of sustainable agriculture. The objective of this study was to examine whether plant residue amendments from stems and leaves (SL) of an agroforestry shrub (Piliostigma reticulatum) enriched with nitrogen (N) sources improve nutrient cycling in Soudano-Sahelian cropping systems. The experimental design was organized into four replicates with six treatments consisting of two treatments of SL residue amendments (amended and non-amended) in combination with three treatments including additional N sources (natural soils, urea, and cowpea as intercrop). The results showed that the activity of termites (Nasutitermes torquatus) and ants (Messor galla and Pachycondyla rufipes) was 12-13 and 2-3 times higher in the SL amended soils than in non-amended soils, respectively. The activity of earthworms (Millsonia inermis) was highest in the SL amended soils associated with the cowpea intercrop, and was significantly lower in the urea enriched soils. SL amendments and N enrichments had no effect on soil basal respiration. The substrate-induced respiration with N substrates (L-alanine and L-arginineL) was 25 and 52 % higher in the SL amended soils than in the natural soils without any N inputs, indicating N limitation of microbial activity. This corroborates the higher C/N ratio (14.3) observed in the SL amended soils compared to the natural soils without any inputs (10.3). The N enrichment decreased the C/N ratio of the SL amended soils but was not efficient to alleviate microbial catabolic limitations, likely by switching from N to C limitation. Overall, the SL amendments with or without N enrichments triggered temporarily the soil macrofaunal activity, increased the NH4-N availability compared to that of NO3-N, and improved crop performance.					Wiesmeier, Martin/N-3066-2014; Traoré, Salifou/AIA-3876-2022	Wiesmeier, Martin/0000-0003-3981-5461; Traoré, Salifou/0000-0003-4355-3281													0031-4056	1873-1511				NOV	2020	83								150686	10.1016/j.pedobi.2020.150686	http://dx.doi.org/10.1016/j.pedobi.2020.150686													WOS:000591875500008
J	Liu, CY; Zhang, QQ; Dong, J; Cai, CM; Zhu, H; Li, S				Liu, Chenyang; Zhang, Qianqian; Dong, Jing; Cai, Chunmei; Zhu, Hong; Li, Shuai			Genome-wide identification and characterization of mungbean <i>CIRCADIAN CLOCK ASSOCIATED 1</i> like genes reveals an important role of <i>VrCCA1L26</i> in flowering time regulation	BMC GENOMICS												Background CIRCADIAN CLOCK ASSOCIATED 1 like (CCA1L) proteins are important components that participate in plant growth and development, and now have been characterized in multiple plant species. However, information on mungbean CCA1L genes is limited. Results In this study, we identified 27 VrCCA1L genes from the mungbean genome. VrCCA1L genes were unevenly distributed on 10 of the 11 chromosomes and showed one tandem and two interchromosomal duplication events. Two distinct kinds of conserved MYB domains, MYB 1 and MYB 2, were found, and the conserved SHAQK(Y/F) F sequence was found at the C terminus of each MYB 2 domain. The VrCCA1Ls displayed a variety of exon-intron organizations, and 24 distinct motifs were found among these genes. Based on phylogenetic analysis, VrCCA1L proteins were classified into five groups; group I contained the most members, with 11 VrCCA1Ls. VrCCA1L promoters contained different types and numbers of cis-acting elements, and VrCCA1Ls showed different expression levels in different tissues. The VrCCA1Ls also displayed distinct expression patterns under different photoperiod conditions throughout the day in leaves. VrCCA1L26 shared greatest homology to Arabidopsis CCA1 and LATE ELONGATED HYPOCOTYL (LHY). It delayed the flowering time in Arabidopsis by affecting the expression levels of CONSTANS (CO), FLOWERING LOCUS T (FT), and SUPPRESSOR OF OVEREXPRESSION OF CONSTANS 1 (SOC1). Conclusion We identified and characterized 27 VrCCA1L genes from mungbean genome, and investigated their spatio-temporal expression patterns. Further analysis revealed that VrCCA1L26 delayed flowering time in transgenic Arabidopsis plants. Our results provide useful information for further functional characterization of the VrCCA1L genes.					wu, jialin/JPY-4408-2023; LI, SHA/JNR-9956-2023														1471-2164					MAY 17	2022	23	1							374	10.1186/s12864-022-08620-7	http://dx.doi.org/10.1186/s12864-022-08620-7								35581536					WOS:000796961000002
J	Kumar, R; Janila, P; Vishwakarma, MK; Khan, AW; Manohar, SS; Gangurde, SS; Variath, MT; Shasidhar, Y; Pandey, MK; Varshney, RK				Kumar, Rakesh; Janila, Pasupuleti; Vishwakarma, Manish K.; Khan, Aamir W.; Manohar, Surendra S.; Gangurde, Sunil S.; Variath, Murali T.; Shasidhar, Yaduru; Pandey, Manish K.; Varshney, Rajeev K.			Whole-genome resequencing-based QTL-seq identified candidate genes and molecular markers for fresh seed dormancy in groundnut	PLANT BIOTECHNOLOGY JOURNAL												The subspecies fastigiata of cultivated groundnut lost fresh seed dormancy (FSD) during domestication and human-made selection. Groundnut varieties lacking FSD experience precocious seed germination during harvest imposing severe losses. Development of easy-to-use genetic markers enables early-generation selection in different molecular breeding approaches. In this context, one recombinant inbred lines (RIL) population (ICGV 00350 x ICGV 97045) segregating for FSD was used for deploying QTL-seq approach for identification of key genomic regions and candidate genes. Whole-genome sequencing (WGS) data (87.93 Gbp) were generated and analysed for the dormant parent (ICGV 97045) and two DNA pools (dormant and nondormant). After analysis of resequenced data from the pooled samples with dormant parent (reference genome), we calculated delta-SNP index and identified a total of 10,759 genomewide high-confidence SNPs. Two candidate genomic regions spanning 2.4 Mb and 0.74 Mb on the B05 and A09 pseudomolecules, respectively, were identified controlling FSD. Two candidate genes-RING-H2 finger protein and zeaxanthin epoxidase-were identified in these two regions, which significantly express during seed development and control abscisic acid (ABA) accumulation. QTL-seq study presented here laid out development of a marker, GMFSD1, which was validated on a diverse panel and could be used in molecular breeding to improve dormancy in groundnut.					yaduru, Shasidhar/HLW-8252-2023; Khan, Mohammad Aamir Waseem/AAP-1262-2021; Vishwakarma, Manish Kumar/ABE-8806-2021; GANGURDE, SUNIL S/S-4139-2016; Pandey, Manish/JPL-3773-2023; Varshney, Rajeev K/C-5295-2014	yaduru, Shasidhar/0000-0002-8520-578X; Khan, Mohammad Aamir Waseem/0000-0001-9734-8123; Vishwakarma, Manish Kumar/0000-0001-8068-2280; GANGURDE, SUNIL S/0000-0001-7119-8649; Varshney, Rajeev K/0000-0002-4562-9131; Kumar, Rakesh/0000-0001-5072-5673; Manohar, Surendra Singh/0000-0002-6540-6250; Pandey, Manish/0000-0002-4101-6530													1467-7644	1467-7652				APR	2020	18	4					992	1003		10.1111/pbi.13266	http://dx.doi.org/10.1111/pbi.13266		OCT 2019						31553830					WOS:000491105700001
J	Ma, X; Tian, HX; Dai, YC; Yang, YZ; Megharaj, M; He, WX				Ma, Xing; Tian, Haixia; Dai, Yunchao; Yang, Yizhe; Megharaj, Mallavarapu; He, Wenxiang			Respecting catalytic efficiency of soil arylsulfatase as soil Sb contamination bio-indicator by enzyme kinetic strategy	ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH												Antimony (Sb), a toxic metalloid, is ubiquitous in the environment and threatens human and ecological health. Soil arylsulfatase (ARS) activity indicates heavy metal pollution. However, the enzyme's substrate concentration can affect the toxicity evaluation of heavy metals using enzyme activity. Enzyme kinetic parameters directly reflect the potency of heavy metals, and the magnitude of these parameters does not change with the substrate concentration of soil enzyme. In this work, seventeen soils were exposed to Sb contamination to investigate the change of kinetic parameters of soil arylsulfatase under Sb stress. Results showed that Sb inhibited soil arylsulfatase activity. The maximum reaction rate (V-max) of soil arylsulfatase was reduced by 11.58-46.72% in 16 tested soils and unchanged in S15 when exposed to Sb. The Michaelis constant (K-m) presented three trends: unchanged, increased by 28.46-41.27%, and decreased by 19.71-29.91% under Sb stress. The catalytic efficiency (K-a as the ratio of V-max to K-m) decreased by 12.56-55.17% in all soils except for S12 and S16. Antimony acted as a non-competitive and linear mixed inhibitor by decreasing ARS activity in S1-S12, S14, and S17-S18 soils, as an uncompetitive inhibitor in S13 and S16 soils and as a competitive inhibitor in S15. The competitive and uncompetitive inhibition constants (K-ic and K-iu) were 0.058-0.142 mM and 0.075-0.503 mM. The ecological dose values of Sb to catalytic efficiency (K-a) of ARS (ED10-K-a) ranged from 50 to 1315 mg kg(-1). Soil pH and total phosphorus (TP) contents were the dominant factors responsible for Sb toxicity on K-a by affecting the interaction of inhibitor (Sb) with enzyme-substrate (ES) complex. The findings of this study advance the current knowledge on Sb toxicity to soil enzymes and have significant implications for the risk assessment of Sb in soils.					Mallavarapu, Megharaj/D-3408-2011	Mallavarapu, Megharaj/0000-0002-6230-518X													0944-1344	1614-7499				FEB	2023	30	7					17644	17656		10.1007/s11356-022-23338-5	http://dx.doi.org/10.1007/s11356-022-23338-5		OCT 2022						36197608					WOS:000864055900001
J	Grondin, A; Affortit, P; Tranchant-Dubreuil, C; de la Fuente-Cantó, C; Mariac, C; Gantet, P; Vadez, V; Vigouroux, Y; Laplaze, L				Grondin, Alexandre; Affortit, Pablo; Tranchant-Dubreuil, Christine; de la Fuente-Canto, Carla; Mariac, Cedric; Gantet, Pascal; Vadez, Vincent; Vigouroux, Yves; Laplaze, Laurent			Aquaporins are main contributors to root hydraulic conductivity in pearl millet [<i>Pennisetum</i> <i>glaucum</i> (L) R. Br.]	PLOS ONE												Pearl millet is a key cereal for food security in arid and semi-arid regions but its yield is increasingly threatened by water stress. Physiological mechanisms relating to conservation of soil water or increased water use efficiency can alleviate that stress. Aquaporins (AQP) are water channels that mediate root water transport, thereby influencing plant hydraulics, transpiration and soil water conservation. However, AQP remain largely uncharacterized in pearl millet. Here, we studied AQP function in root water transport in two pearl millet lines contrasting for water use efficiency (WUE). We observed that these lines also contrasted for root hydraulic conductivity (Lpr) and AQP contribution to Lpr. The line with lower WUE showed significantly higher AQP contribution to Lpr. To investigate AQP isoforms contributing to Lpr, we developed genomic approaches to first identify the entire AQP family in pearl millet and secondly, characterize the plasma membrane intrinsic proteins (PIP) gene expression profile. We identified and annotated 33 AQP genes in pearl millet, among which ten encoded PIP isoforms. PgPIP1-3 and PgPIP1-4 were significantly more expressed in the line showing lower WUE, higher Lpr and higher AQP contribution to Lpr. Overall, our study suggests that the PIP1 AQP family are the main regulators of Lpr in pearl millet and may possibly be associated with mechanisms associated to whole plant water use. This study paves the way for further investigations on AQP functions in pearl millet hydraulics and adaptation to environmental stresses.					Grondin, Alexandre/AFU-2638-2022; Vadez, Vincent/GLU-8981-2022; Christine, Tranchant-Dubreuil/F-2220-2010; Laplaze, Laurent/I-5435-2016	Christine, Tranchant-Dubreuil/0000-0001-6934-1215; Laplaze, Laurent/0000-0002-6568-6504; Vigouroux, Yves/0000-0002-8361-6040; Gantet, Pascal/0000-0003-1314-0187													1932-6203					OCT 1	2020	15	10							0233481	10.1371/journal.pone.0233481	http://dx.doi.org/10.1371/journal.pone.0233481								33001997					WOS:000590270000006
J	Budak, ME; Clay, DE; Clay, SA; Reese, CL; Westhoff, S; Howe, LE; Owen, RK; Birru, G; He, Y; Wang, Z				Budak, M. E.; Clay, D. E.; Clay, S. A.; Reese, C. L.; Westhoff, S.; Howe, L. E.; Owen, R. K.; Birru, G.; He, Y.; Wang, Z.			Increased rainfall may place saline/sodic soils on the tipping point of sustainability	JOURNAL OF SOIL AND WATER CONSERVATION												Increased rainfall is increasing the risk of the capillary movement of sodium (Na+) and other salts from buried marine sediments to the soil surface in the North American northern Great Plains. These salts reduce productivity and resilience while increasing their effect on the environment. Understanding the interactions among management, climate, cropping system, and soil is the first step toward implementing effective management plans. Unfortunately, while much work has been conducted, little is known about the effective management of semiarid dryland saline/sodic soils. This study determined the influence of soil depth on hydraulic conductivity and changes in soil Na+ (mg Na+ kg(-1) soil) to electrical conductivity (EC1:1) (dS m(-1)) ratio following high spring rainfall in 2019 in three soils.The soil parent materials were Glaciolacrustrine underlaid at a depth of approximately 15 m by marine sediments that contained Na+ and other salts. The landscape positions included in the study were a well-drained shoulder, moderately well-drained backslope, and a poorly drained toeslope soil. Based on the soil classification, shoulder and backslope subsoils were not predicted to be salt affected, while the toeslope soil was predicted to contain a natric soil horizon. Rainfall in 2018, 2019, and 2020 was 46, 76, and 37 cm, respectively, and soil cores were collected prior to and following the 2019 high rainfall. Soil cores were separated into the 0 to 7.5, 50 to 57.5, 82.5 to 90, 92.5 to 100, and 105 to 112.5 cm segments. Samples from 2018 were analyzed for soil EC1:1, pH, ammonium acetate extractable cations, soil particle size, available water at field capacity, drainable porosity, soil bulk density, and saturated hydraulic conductivity. Samples from 2019 were analyzed for EC1:1 and ammonium acetate extractable Na+. Across the sampling sites, shoulder and backslope soils had higher saturated hydraulic conductivities than the toeslope soils. Saturated hydraulic conductivities were negatively correlated to pH (r = -0.55, p < 0.01), the Na+ to EC1:1 ratio (r = -0.66, p < 0.01), extractable Na+ (r = -0.56, p < 0.01), and sand content (r = -0.66, p < 0.01), and positively correlated to the silt content (r = 0.65, p < 0.01). A comparison between the saturated hydraulic conductivity and the Na+ to EC1:1 ratio suggests that saturated conductivities approached 0 cm h(-1) when the Na+ (mg Na+ kg(-1)) to EC1:1 (dS m(-1)) ratio exceeded 600. The 2019 high rainfall increased the risk of soil dispersion in the lower soil depths (>82.5 cm). For example, in the shoulder soil at the 105 to 112.5 cm depth, EC1:1 decreased 0.936 +/- 0.254 dS m(-1) from 2018 to 2019, whereas the exchangeable Na+ increased 688 +/- 283 mg kg(-1) soil. Our findings suggest that a climate change-induced shift in rainfall patterns can increase salinity and sodicity risks in northern Great Plains subsurface soils. Salinity and sodicity risks are expanding into zones not previously identified as at risk, and improving or maintaining the productivity of these soils requires careful planning.						Birru, Girma/0000-0001-9810-2176													0022-4561	1941-3300				JUL-AUG	2022	77	4					418	425		10.2489/jSWC.2022.00131	http://dx.doi.org/10.2489/jSWC.2022.00131													WOS:000835728700011
