PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Kumari, VV; Balloli, SS; Ramana, DBV; Kumar, M; Maruthi, V; Prabhakar, M; Osman, M; Indoria, AK; Manjunath, M; Chary, GR; Gopinath, KA; Venkatesh, G; Sujatha, G; Banerjee, P; Yadav, SK; Singh, VK; Timsina, J				Kumari, V. Visha; Balloli, S. S.; Ramana, D. B. V.; Kumar, Manoranjan; Maruthi, V.; Prabhakar, M.; Osman, M.; Indoria, A. K.; Manjunath, M.; Chary, G. Ravindra; Gopinath, K. A.; Venkatesh, G.; Sujatha, G.; Banerjee, Purabi; Yadav, S. K.; Singh, V. K.; Timsina, J.			Crop and livestock productivity, soil health improvement and insect dynamics: Impact of different fodder-based cropping systems in a rainfed region of India	AGRICULTURAL SYSTEMS												CONTEXT: Farmers in rainfed areas of South Asia depend on livestock to augment income, and provide manure for soil and crops. However, the full potential of the livestock is not realized due to the non-availability of quality fodder. The deficit may be attributed to limitation in expansion of cultivable land as well as non-availability of fodder from the protected forest areas. It is possible to enhance the productivity of the livestock by crop-livestock systems. OBJECTIVES: This study was conducted to determine the crop and fodder production potential, nutritive value of the fodder, and reductions in soil nutrients loss and pests of the seven fodder-based inter-cropping systems in a rainfed region in South India.METHODS: A medium-term field experiment was conducted from 2015 to 2021 at the Gungal Research Farm of ICAR's Central Research Institute for Dryland Agriculture (17o05' N, 78o39'E) with seven fodder-based cropping systems involving conventional crops either alone or in combinations with annual or perennial fodder species. The seven systems (treatments) were: sorghum + pigeon pea -hedge lucerne, sorghum + pigeonpea -guinea grass, castor -hedge lucerne, castor -guinea grass, sorghum -fodder -clusterbean -fodder-cowpea -fodder-horsegram, sole sorghum, and sole pigeonpea. Impacts of these systems on crop and livestock productivity, reductions in surface soil erosion and nutrient loss, and soil health and pest dynamics were studied. Livestock based studies were also conducted with the harvested fodders.RESULTS AND CONCLUSIONS: We found that sorghum + pigeonpea-hedge lucerne on average can produce 3865 kg ha-1 of sorghum grain equivalent yield and 37,820 kg ha-1 of sorghum fodder equivalent yield. The sorghum + pigeon pea-guinea grass would benefit the farmers with no animals, by selling the high biomass grass fodder and minimizing the risk of crop failure. These two systems are also better in providing green fodder for at least 8-9 months without any supplementary irrigation. We also observed increase in soil N, OC and soil mi-crobes. There was reduction in runoff (by 51-52%) and sediment loss (by 52%), and reduced pest and disease incidence in these systems.SIGNIFICANCE: Our study demonstrated that perennial fodder-based cropping systems are an excellent option to enhance the sustainability and livelihood security of rainfed farmers by reducing the risk of crop failure and supporting the livestock. These systems also open up the scope of integrating tree fodders especially in the bunds and farm borders.					Visha Kumari, Venugopalan/HJO-8492-2023	Visha Kumari, Venugopalan/0000-0001-6901-680X													0308-521X	1873-2267				MAY	2023	208								103646	10.1016/j.agsy.2023.103646	http://dx.doi.org/10.1016/j.agsy.2023.103646		MAR 2023											WOS:000967933300001
J	He, H; Xia, GT; Yang, WJ; Zhu, YP; Wang, GD; Shen, WB				He, Huan; Xia, Guotong; Yang, Wenjin; Zhu, Yunpeng; Wang, Guodong; Shen, Weibo			Response of soil C:N:P stoichiometry, organic carbon stock, and release to wetland grasslandification in Mu Us Desert	JOURNAL OF SOILS AND SEDIMENTS												Purpose Wetlands in Mu Us Desert have severely been threatened by grasslandification over the past decades. Therefore, we studied the impacts of grasslandification on soil carbon (C):nitrogen (N):phosphorus (P) stoichiometry, soil organic carbon (SOC) stock, and release in wetland-grassland transitional zone in Mu Us Desert. Materials and methods From wetland to grassland, the transition zone was divided into five different successional stages according to plant communities and soil water conditions. At every stage, soil physical and chemical properties were determined and C:N:P ratios were calculated. SOC stock and soil respirations were also determined to assess soil carbon storage and release. Results and discussion After grasslandification, SOC contents of top soils (0-10 cm) decreased from 100.2 to 31.79 g kg(-1) in June and from 103.7 to 32.5 g kg(-1) in October; total nitrogen (TN) contents of top soils (0-10 cm) decreased from 3.65 to 1.85 g kg(-1) in June and from 6.43 to 3.36 g kg(-1) in October; and total phosphorus (TP) contents of top soils (0-10 cm) decreased from 179.4 to 117.4 mg kg(-1) in June and from 368.6 to 227.8 mg kg(-1) in October. From stages Typha angustifolia wetland (TAW) to Phalaris arundinacea L. (PAL), in the top soil (0-10 cm), C:N ratios decreased from 32.2 to 16.9 in June and from 19.0 to 11.8 in October; C:P ratios decreased from 1519.2 to 580.5 in June and from 19.0 to 11.8 in October; and N:P ratios decreased from 46.9 to 34.8 in June and changed from 34.9 to 34.0 in October. SOC stock decreased and soil respiration increased with grasslandification. The decrease of SOC, TN, and TP contents was attributed to the reduction of aboveground biomass and mineralization of SOM, and the decrease of soil C:N, C:P, and N:P ratios was mainly attributed to the faster decreasing speeds of SOC than TN and TP. The reduction of aboveground biomass and increased SOC release led by enhanced soil respiration were the main reasons of SOC stock decrease. Conclusions Grasslandification led to lowers levels of SOC, TN, TP, and soil C:N, C:P, and N:P ratios. Grasslandification also led to higher SOC loss, and increased soil respiration was the main reason. Since it is difficult to restore grassland to original wetland, efficient practices should be conducted to reduce water drainage from wetland to prevent grasslandification.						shen, weibo/0000-0001-9762-3105													1439-0108	1614-7480				DEC	2019	19	12					3954	3968		10.1007/s11368-019-02351-1	http://dx.doi.org/10.1007/s11368-019-02351-1													WOS:000505160200008
J	Yang, JL; Zhou, YD; Ye, X; Liu, EK; Sun, SK; Ren, XL; Jia, ZK; Wei, T; Zhang, P				Yang, Jialin; Zhou, Yanduo; Ye, Xu; Liu, Enke; Sun, Shikun; Ren, Xiaolong; Jia, Zhikuan; Wei, Ting; Zhang, Peng			Continuous ridge-furrow film mulching enhances maize root growth and crop yield by improving soil aggregates characteristics in a semiarid area of China: An eight-year field experiment	PLANT AND SOIL												AimsFilm mulching has been widely used for increasing crop yields in semiarid areas, but its long-term impact on crop performance and soil quality remains poor. This study aims at investigating the long-term effects of different mulching methods on the crop root growth and soil aggregates stability.MethodsA continuous experiment for eight years was set to assess the effects on the soil aggregates stability, root traits, and yield under five different treatments: (i) control method comprising flat planting without mulching (CK), (ii) flat planting with half film mulching (P), (iii) film mulching on ridges and planting in narrow furrows (S), (iv) full film mulching on double ridges (D), and (v) film mulching on ridges and planting in wide furrows (R).ResultsThe soil quality improved significantly after continuous film mulching for eight years. Compared with CK, mulching decreased the soil bulk density, and increased the soil porosity, soil macroaggregate content (7.39%-22.92% by dry-sieving, and 8.49%-21.67% by wet-sieving), and soil aggregate stability, especially under S and D. Mulching could promote the root growth (root length, root diameter, root surface area, and root volume) distinctly, while S and D increased the average root biomass by 17.27% compared with R and P. The improved soil structure and root traits under mulching increased the yield (29.98-63.96%), and the average yield under S was 1.32%, 25.7%, and 26.14% higher than those under D, R, and P, respectively.ConclusionsIn general, the best improved soil aggregate fractions and stability was found under film mulching on ridges and planting in narrow furrows (S), which was significantly associated with the root traits improvement, and thus increasing the crop yield. Therefore, it can be considered an effective mulching pattern for increasing and stabilizing the crop yield in the Loess Plateau region of China.						Zhang, Peng/0000-0001-6739-8373													0032-079X	1573-5036				2023 MAR 1	2023										10.1007/s11104-023-05953-4	http://dx.doi.org/10.1007/s11104-023-05953-4		MAR 2023											WOS:000941062400001
J	Maswanganye, SE; Dube, T; Jovanovic, N; Kapangaziwiri, E; Mazvimavi, D				Maswanganye, Sagwati E.; Dube, Timothy; Jovanovic, Nebo; Kapangaziwiri, Evison; Mazvimavi, Dominic			Using the water balance approach to understand pool dynamics along non-perennial rivers in the semi-arid areas of South Africa	JOURNAL OF HYDROLOGY-REGIONAL STUDIES												Study region: The Touws River in the Klein Karoo region of South Africa Study focus: This study sought to improve the understanding of pool dynamics along non-perennial rivers (NPRs) by utilising the water balance approach to assess the water fluxes that influence pool dynamics in the Touws River. The water balance model made use of various in-situ and satellite-derived data.New hydrological insights: The analysis of the water losses from the pool showed that most of the water was lost through evaporation. The interaction between the pool and groundwater is dependent on the water levels, as the pool loses water to the subsurface up to a certain depth then it starts gaining. When the Wolverfontein 2 pool is full, it can retained water for approximately 258 days without having a surface water inflow. A water balance model was established, and it simulated the water levels with a high correlation of 0.9. This model was also evaluated in the neighbouring pools, and while it simulated the water levels of the upstream pool well, this was not the case for the downstream pool. When remote sensing-derived rainfall and evaporation data were used in the model, the simulated water levels had a slightly lower correlation of 0.7 with the observed water levels. Overall, the remotely sensing-based monthly fluxes estimates could not provide the detailed pool information that was required for the water balance. Errors may have arisen, or they may have been inherited, from any of the three remotely-sensed parameters, namely, the surface area, the rainfall or the evaporation. Although remote sensing did not provide detailed information, it is worth noting that it provides baseline information on the pool dy-namics. Overall, this work underscores the relevance of multisource data and the water balance, it helps to better understand the pool dynamics and it will help with the better management of NPRs.						Kapangaziwiri, Evison/0000-0001-9411-6669														2214-5818				DEC	2022	44								101244	10.1016/j.ejrh.2022.101244	http://dx.doi.org/10.1016/j.ejrh.2022.101244		OCT 2022											WOS:000877214900001
J	Hansen, FA; James, DK; Anderson, JP; Meredith, CS; Dominguez, AJ; Pombubpa, N; Stajich, JE; Romero-Olivares, AL; Salley, SW; Pietrasiak, N				Hansen, Frederick A.; James, Darren K.; Anderson, John P.; Meredith, Christy S.; Dominguez, Andrew J.; Pombubpa, Nuttapon; Stajich, Jason E.; Romero-Olivares, Adriana L.; Salley, Shawn W.; Pietrasiak, Nicole			Landscape characteristics shape surface soil microbiomes in the Chihuahuan Desert	FRONTIERS IN MICROBIOLOGY												IntroductionSoil microbial communities, including biological soil crust microbiomes, play key roles in water, carbon and nitrogen cycling, biological weathering, and other nutrient releasing processes of desert ecosystems. However, our knowledge of microbial distribution patterns and ecological drivers is still poor, especially so for the Chihuahuan Desert. MethodsThis project investigated the effects of trampling disturbance on surface soil microbiomes, explored community composition and structure, and related patterns to abiotic and biotic landscape characteristics within the Chihuahuan Desert biome. Composite soil samples were collected in disturbed and undisturbed areas of 15 long-term ecological research plots in the Jornada Basin, New Mexico. Microbial diversity of cross-domain microbial groups (total Bacteria, Cyanobacteria, Archaea, and Fungi) was obtained via DNA amplicon metabarcode sequencing. Sequence data were related to landscape characteristics including vegetation type, landforms, ecological site and state as well as soil properties including gravel content, soil texture, pH, and electrical conductivity. ResultsFilamentous Cyanobacteria dominated the photoautotrophic community while Proteobacteria and Actinobacteria dominated among the heterotrophic bacteria. Thaumarchaeota were the most abundant Archaea and drought adapted taxa in Dothideomycetes and Agaricomycetes were most abundant fungi in the soil surface microbiomes. Apart from richness within Archaea (p = 0.0124), disturbed samples did not differ from undisturbed samples with respect to alpha diversity and community composition (p & GE; 0.05), possibly due to a lack of frequent or impactful disturbance. Vegetation type and landform showed differences in richness of Bacteria, Archaea, and Cyanobacteria but not in Fungi. Richness lacked strong relationships with soil variables. Landscape features including parent material, vegetation type, landform type, and ecological sites and states, exhibited stronger influence on relative abundances and microbial community composition than on alpha diversity, especially for Cyanobacteria and Fungi. Soil texture, moisture, pH, electrical conductivity, lichen cover, and perennial plant biomass correlated strongly with microbial community gradients detected in NMDS ordinations. DiscussionOur study provides first comprehensive insights into the relationships between landscape characteristics, associated soil properties, and cross-domain soil microbiomes in the Chihuahuan Desert. Our findings will inform land management and restoration efforts and aid in the understanding of processes such as desertification and state transitioning, which represent urgent ecological and economical challenges in drylands around the world.					Stajich, Jason Eric/C-7297-2008	Stajich, Jason Eric/0000-0002-7591-0020														1664-302X				JUN 7	2023	14								1135800	10.3389/fmicb.2023.1135800	http://dx.doi.org/10.3389/fmicb.2023.1135800								37350785					WOS:001012303700001
J	Imai, S; Ito, TY; Shinoda, M; Tsunekawa, A; Lhagvasuren, B				Imai, Shunsuke; Ito, Takehiko Y.; Shinoda, Masato; Tsunekawa, Atsushi; Lhagvasuren, Badamjav			The benefit and strategy of spring movements in Mongolian gazelles	JOURNAL OF MAMMALOGY												Animal movement is predicted to be nomadic in areas with low temporal predictability of environmental conditions, but it remains unclear whether the costs of nomadic movement outweigh the benefits received. To examine the spring movement strategy of Mongolian gazelles (Procapra gutturosa) in Mongolia, where predictability of vegetation conditions is relatively low, we identified the type of each movement, evaluated the preferred vegetation conditions for gazelles, and quantified the benefit achieved through each spring movement. The surveyed gazelles continuously preferred areas with intermediate normalized difference vegetation index (NDVI) values from May to July, and spatial and temporal shifts of the distribution of preferred areas explain the long-distance movements of many gazelles in spring. Three movement types, sedentary, linear, and nomadic movement, were identified. The period when benefit varied most greatly among individuals differed between the linear and nomadic movement types. During the spring movement period, the variance of benefit was larger for the nomadic movement type, whereas during the summer it was larger for the linear movement type, suggesting the existence of different movement strategies in the Mongolian gazelle. Linear long-distance movements over a short period in the linear movement type suggest the so-called jumper strategy, whereas other movement patterns might represent the searcher strategy. Benefit loss through movements of individuals in both strategies indicate low interannual predictability of vegetation conditions in the study area, and it would explain the co-existence of multiple movement types or strategies used by Mongolian gazelles in spring.					Ito, Takehiko Y/M-7221-2015; Ito, Takehiko/GPK-5277-2022; Tsunekawa, Atsushi/L-8526-2013	Ito, Takehiko Y/0000-0003-3203-9770; Ito, Takehiko/0000-0003-3203-9770; Tsunekawa, Atsushi/0000-0002-7690-0633													0022-2372	1545-1542				APR 8	2020	101	2					487	497		10.1093/jmammal/gyz209	http://dx.doi.org/10.1093/jmammal/gyz209													WOS:000537550900015
J	Dar, ZA; Dar, SA; Khan, JA; Lone, AA; Langyan, S; Lone, BA; Kanth, RH; Iqbal, A; Rane, J; Wani, SH; Alfarraj, S; Alharbi, SA; Brestic, M; Ansari, MJ				Dar, Zahoor A.; Dar, Showket A.; Khan, Jameel A.; Lone, Ajaz A.; Langyan, Sapna; Lone, B. A.; Kanth, R. H.; Iqbal, Asif; Rane, Jagdish; Wani, Shabir H.; Alfarraj, Saleh; Alharbi, Sulaiman Ali; Brestic, Marian; Ansari, Mohammad Javed			RETRACTED: Identification for surrogate drought tolerance in maize inbred lines utilizing high-throughput phenomics approach (Retracted article. See vol. 17, 2022)	PLOS ONE												Screening for drought tolerance requires precise techniques like phonemics, which is an emerging science aimed at non-destructive methods allowing large-scale screening of genotypes. Large-scale screening complements genomic efforts to identify genes relevant for crop improvement. Thirty maize inbred lines from various sources (exotic and indigenous) maintained at Dryland Agriculture Research Station were used in the current study. In the automated plant transport and imaging systems (LemnaTec Scanalyzer system for large plants), top and side view images were taken of the VIS (visible) and NIR (near infrared) range of the light spectrum to capture phenes. All images were obtained with a thermal imager. All sensors were used to collect images one day after shifting the pots from the greenhouse for 11 days. Image processing was done using pre-processing, segmentation and flowered by features' extraction. Different surrogate traits such as pixel area, plant aspect ratio, convex hull ratio and calliper length were estimated. A strong association was found between canopy temperature and above ground biomass under stress conditions. Promising lines in different surrogates will be utilized in breeding programmes to develop mapping populations for traits of interest related to drought resilience, in terms of improved tissue water status and mapping of genes/QTLs for drought traits.					Wani, Shabir Hussain/B-4599-2014; Lone, Ajaz Ahmad/ABA-9757-2020; Langyan, Sapna/AAD-2571-2022; Ansari, Muhammad/GQI-1517-2022; Ansari, Mohammad Javed/E-9303-2014; Alfarraj, Saleh/AHE-7705-2022; Brestic, Marian/A-8263-2012	Wani, Shabir Hussain/0000-0002-7456-4090; Lone, Ajaz Ahmad/0000-0002-6466-6907; Langyan, Sapna/0000-0003-2826-1803; Ansari, Mohammad Javed/0000-0002-8718-3078; Brestic, Marian/0000-0003-3470-6100; Ahmad, Dr Showket/0000-0001-5511-9509; Lone, Bilal/0000-0002-4645-8733													1932-6203					JUL 27	2021	16	7							e0254318	10.1371/journal.pone.0254318	http://dx.doi.org/10.1371/journal.pone.0254318								34314420					WOS:000685225200033
J	Morandi, LF				Morandi, Lionello F.			An Ethnoarchaeological Case Study of Dung Fungal Spore and Faecal Spherulite Taphonomy in a Pastoral Cave Deposit	ENVIRONMENTAL ARCHAEOLOGY					2nd Workshop on Integrated Microscopy Approaches in Archaeobotany (IMAA)	FEB 25-26, 2017	Univ Reading, Sch Archaeol Geog & Environm Sci, Reading, ENGLAND		Univ Reading, Sch Archaeol Geog & Environm Sci			In alkaline cave sediments, the presence of faecal spherulites is regarded as a reliable indicator of animal dung. Spores of coprophilous fungi are nowadays frequently employed as grazing indicators in palaeoecological sequences, but their use in dryland pastoral deposits is not routine in geoarchaeological practice. The paper assesses the relationship between the occurrence of spherulites and dung fungal spores from an abandoned rock shelter used as a stable for several decades. A clear match between these proxies is shown, and their distribution across the sediments is discussed, highlighting the potential of coprophilous spore analysis from archaeological stabling deposits, alongside other established dung indicators. The abundance of other microfossils (parasite eggs, coccolith plates and freshwater indicators) is also quantified and discussed.						Morandi, Lionello F./0000-0001-8840-6096													1461-4103	1749-6314				APR 2	2020	25	2			SI		198	207		10.1080/14614103.2018.1529944	http://dx.doi.org/10.1080/14614103.2018.1529944													WOS:000523031000004
J	Püspök, JF; Zhao, S; Calma, AD; Vourlitis, GL; Allison, SD; Aronson, EL; Schimel, JP; Hanan, EJ; Homyak, PM				Puspok, Johann F.; Zhao, Sharon; Calma, Anthony D.; Vourlitis, George L.; Allison, Steven D.; Aronson, Emma L.; Schimel, Joshua P.; Hanan, Erin J.; Homyak, Peter M.			Effects of experimental nitrogen deposition on soil organic carbon storage in Southern California drylands	GLOBAL CHANGE BIOLOGY												Atmospheric nitrogen (N) deposition is enriching soils with N across biomes. Soil N enrichment can increase plant productivity and affect microbial activity, thereby increasing soil organic carbon (SOC), but such responses vary across biomes. Drylands cover similar to 45% of Earth's land area and store similar to 33% of global SOC contained in the top 1 m of soil. Nitrogen fertilization could, therefore, disproportionately impact carbon (C) cycling, yet whether dryland SOC storage increases with N remains unclear. To understand how N enrichment may change SOC storage, we separated SOC into plant-derived, particulate organic C (POC), and largely microbially derived, mineral-associated organic C (MAOC) at four N deposition experimental sites in Southern California. Theory suggests that N enrichment increases the efficiency by which microbes build MAOC (C stabilization efficiency) if soil pH stays constant. But if soils acidify, a common response to N enrichment, then microbial biomass and enzymatic organic matter decay may decrease, increasing POC but not MAOC. We found that N enrichment had no effect on C fractions except for a decrease in MAOC at one site. Specifically, despite reported increases in plant biomass in three sites and decreases in microbial biomass and extracellular enzyme activities in two sites that acidified, POC did not increase. Furthermore, microbial C use and stabilization efficiency increased in a non-acidified site, but without increasing MAOC. Instead, MAOC decreased by 16% at one of the sites that acidified, likely because it lost 47% of the exchangeable calcium (Ca) relative to controls. Indeed, MAOC was strongly and positively affected by Ca, which directly and, through its positive effect on microbial biomass, explained 58% of variation in MAOC. Long-term effects of N fertilization on dryland SOC storage appear abiotic in nature, such that drylands where Ca-stabilization of SOC is prevalent and soils acidify, are most at risk for significant C loss.					Aronson, Emma L/I-3277-2012; Homyak, Peter M/C-3162-2013	Aronson, Emma/0000-0002-5018-2688; Puspok, Johann/0000-0001-6946-1030; Schimel, Joshua/0000-0002-1022-6623; Homyak, Peter/0000-0003-0671-8358; Zhao, Sharon/0000-0001-5844-7575													1354-1013	1365-2486				MAR	2023	29	6					1660	1679		10.1111/gcb.16563	http://dx.doi.org/10.1111/gcb.16563		DEC 2022						36527334					WOS:000904339900001
J	Abdelsamie, EA; Abdellatif, MA; Hassan, FO; El Baroudy, AA; Mohamed, ES; Kucher, DE; Shokr, MS				Abdelsamie, Elsayed A.; Abdellatif, Mostafa A.; Hassan, Farag O.; El Baroudy, Ahmed A.; Mohamed, Elsayed Said; Kucher, Dmitry E.; Shokr, Mohamed S.			Integration of RUSLE Model, Remote Sensing and GIS Techniques for Assessing Soil Erosion Hazards in Arid Zones	AGRICULTURE-BASEL												Soil erosion constitutes one of the main environmental and food security threats, derived from the loss of its productive capacity. With the help of remote sensing (RS), geographic information systems (GIS), and a revised version of the universal soil loss equation (RUSLE), this research has mostly focused on measuring the potential soil erosion hazard and soil water conservation ratio (SWCR) in the El-Minia region of Egypt. Based on the integration of S2A images and the digital elevation model (DEM), geomorphological units of the study area were identified. The RUSLE model includes parameters that allow for mapping soil erosion, such as rain erosivity, soil erodibility, slope length and steepness, soil cover and management, and soil conservation practices. The outcomes revealed that the classes of annual erosion rates of the study area are those of "slight erosion", "low erosion", "moderate erosion" and "moderately high erosion", which represent percentages of 29%, 18%, 33% and 20%, respectively, of the total area. The rate of erosion decreases from east to west. The main erosion factors in the research area are the low vegetation cover and the high slope values. This study highlights the utility of combining the classic RUSLE equation with techniques such as remote sensing (RS) and geographic information systems (GIS) as a basis for assessing current erosion conditions in arid environments and, specifically, for the application of soil management patterns aimed at increasing soil organic matter and any other soil conservation actions. The findings of this study can be used by policymakers to implement soil conservation measures if development projects are to proceed in areas with a high risk of soil erosion. The approach described here is therefore adaptable to similar environments in arid regions.					Kucher, Dmitry/AAG-3487-2020; mohamed, Elsayed/AAT-4774-2020	Kucher, Dmitry/0000-0002-7919-3487; Shokr, Mohamed/0000-0003-0328-7679; El Baroudy, Ahmed/0000-0002-5212-609X; mohamed, Elsayed/0000-0001-5703-4621														2077-0472				JAN	2023	13	1							35	10.3390/agriculture13010035	http://dx.doi.org/10.3390/agriculture13010035													WOS:000914114700001
