PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Zhang, MX; Wang, B; Cleverly, J; Liu, DL; Feng, PY; Zhang, H; Huete, A; Yang, XH; Yu, Q				Zhang, Mingxi; Wang, Bin; Cleverly, James; Liu, De Li; Feng, Puyu; Zhang, Hong; Huete, Alfredo; Yang, Xihua; Yu, Qiang			Creating New Near-Surface Air Temperature Datasets to Understand Elevation-Dependent Warming in the Tibetan Plateau	REMOTE SENSING												The Tibetan Plateau has been undergoing accelerated warming over recent decades, and is considered an indicator for broader global warming phenomena. However, our understanding of warming rates with elevation in complex mountain regions is incomplete. The most serious concern is the lack of high-quality near-surface air temperature (Tair) datasets in these areas. To address this knowledge gap, we developed an automated mapping framework for the estimation of seamless daily minimum and maximum Land Surface Temperatures (LSTs) for the Tibetan Plateau from the existing MODIS LST products for a long period of time (i.e., 2002-present). Specific machine learning methods were developed and linked with target-oriented validation and then applied to convert LST to Tair. Spatial variables in retrieving Tair, such as solar radiation and vegetation indices, were used in estimation of Tair, whereas MODIS LST products were mainly focused on temporal variation in surface air temperature. We validated our process using independent Tair products, revealing more reliable estimates on Tair; the R-2 and RMSE at monthly scales generally fell in the range of 0.9-0.95 and 1-2 degrees C. Using these continuous and consistent Tair datasets, we found temperature increases in the elevation range between 2000-3000 m and 4000-5000 m, whereas the elevation interval at 6000-7000 m exhibits a cooling trend. The developed datasets, findings and methodology contribute to global studies on accelerated warming.					zhang, mingxi/GYI-9562-2022; Cleverly, Jamie Rose/L-2134-2016; Yu, Qiang/D-3702-2009; Wang, Bin/AFI-6568-2022; yang, xihua/AAD-9855-2022; Huete, Alfredo/C-1294-2008	Cleverly, Jamie Rose/0000-0002-2731-7150; Yu, Qiang/0000-0001-6950-1821; Wang, Bin/0000-0002-6422-5802; zhang, Hong/0000-0001-9369-7481; Liu, De Li/0000-0003-2574-1908; Huete, Alfredo/0000-0003-2809-2376; Yang, Xihua/0000-0002-5990-2186														2072-4292				JUN	2020	12	11							1722	10.3390/rs12111722	http://dx.doi.org/10.3390/rs12111722													WOS:000543397000027
J	Zhang, RX; Liu, YL; Pan, QM; Khan, A; Bai, X; Ali, M; Yang, WJ; Zhang, LG; Li, BH				Zhang, Ruixing; Liu, Yulin; Pan, Qiming; Khan, Abid; Bai, Xue; Ali, Muhammad; Yang, Wenjing; Zhang, Lugang; Li, Baohua			The effects of short term blue light treatment on promoting nutrition value in Chinese cabbage	FOOD CHEMISTRY												Chinese cabbage is a nutrients-rich vegetable with diverse leaf colors. Here, we used widely-targeted metab-olomics technology to study the metabolic responses of three Chinese cabbage varieties with representative leaf colors after blue light treatment. The inner leaf color of orange varieties 20S530 and 15S1094 changed from yellow to golden yellow, while no visible color change occurred in the common variety 14S23 after the treat-ment. A total of 844 metabolites were measured from the leaf samples of these three varieties in a time course study after short term blue light treatment, with kaempferol-4 '-O-glucoside, isoquercitrin, hyperin, arbutin, sulforaphane as enriched nutritional metabolites. Orange Chinese cabbage varieties showed additional nutrition enhancement after the treatment. This study is the first to explore the global metabolic responses of Chinese cabbage after blue light treatment, and our findings provided valuable insights on how to effectively use lighting conditions to enhance specific groups of nutrients in vegetables.					Li, Baohua/N-4460-2016; ALI, MUHAMMAD/N-6660-2014	ALI, MUHAMMAD/0000-0003-4606-5064; Li, Baohua/0000-0001-7235-0470													0308-8146	1873-7072				JUN 30	2023	412								135542	10.1016/j.foodchem.2023.135542	http://dx.doi.org/10.1016/j.foodchem.2023.135542		JAN 2023						36706505					WOS:000926352600001
J	Muhammad, I; Sainju, UM; Zhao, FZ; Khan, A; Ghimire, R; Fu, X; Wang, J				Muhammad, Ihsan; Sainju, Upendra M.; Zhao, Fazhu; Khan, Ahmad; Ghimire, Rajan; Fu, Xin; Wang, Jun			Regulation of soil CO<sub>2</sub> and N<sub>2</sub>O emissions by cover crops: A meta-analysis	SOIL & TILLAGE RESEARCH												Cover crops provide multiple agronomic and environmental benefits, such as enhanced soil carbon sequestration, aggregation, water infiltration, and reduced erosion and nutrient leaching compared with no cover crop. However, little is known regarding the effect of cover crop species, biomass quality and quantity, and method of residue placement on greenhouse gas (GHG) emissions. Using meta-analysis, this study examined the effect of cover crop species, quality and quantity of biomass, and residue management on response ratios (RRs) of cover crops to no cover crop on CO2 and N2O emissions following cash crops. All cover crop species increased CO2 emissions, but reduced N2O emissions compared with no cover crop, except legumes which increased N2O emissions. Cover crop biomass explained 63% of variability in increased CO2 emissions and 55% of variability in decreased N2O emissions. Both CO2 and N2O emissions decreased polynomially with increased cover crop biomass C/N ratio, with greater rate of decline for legumes than nonlegumes. Cover crop residue incorporated into the soil increased CO2 and N2O emissions compared with the residue placed at surface or removed from the soil. Cover crops emitted lower CO2 and N2O emissions than no cover crops in silty loam and sandy clay loam soils, respectively, compared to clay loam and silty clay loam soils. Both soil organic carbon and total nitrogen increased with cover crop compared to no cover crop. Although CO2 and N2O emissions varied with cover crop species, using legume and nonlegume cover crop mixture to enhance residue C/N ratio compared to legumes and placing the residue at the surface instead of incorporating into the soil can reduce GHG emissions. Because of enhanced soil C and N storage and other known benefits, improvement in soil health and environmental quality due to cover crop may outweigh CO2 emissions compared to no cover crop.					Ghimire, Rajan/AAF-6487-2020; Zhao, Fazhu/CAG-5988-2022; Khan, Ahmad/M-9507-2017; Ghimire, Rajan/D-6947-2011; Ren, Chengjie/CAF-2259-2022	Ghimire, Rajan/0000-0002-6962-6066; Zhao, Fazhu/0000-0003-4758-3277; Khan, Ahmad/0000-0002-9145-7414; 													0167-1987	1879-3444				SEP	2019	192						103	112		10.1016/j.still.2019.04.020	http://dx.doi.org/10.1016/j.still.2019.04.020													WOS:000472984400011
J	Zhou, JW; Wang, WJ; Jing, XP; Degen, A; Guo, YM; Kang, JP; Shang, ZH; Yu, ZX; Qiu, Q; Guo, XS; Ding, LM; Yang, G; Long, RJ				Zhou, Jianwei; Wang, Wenji; Jing, Xiaoping; Degen, Allan; Guo, Yamin; Kang, Jingpeng; Shang, Zhanhuan; Yu, Zhongxiang; Qiu, Qiang; Guo, Xusheng; Ding, Luming; Yang, Guo; Long, Ruijun			Effect of dietary energy on digestibilities, rumen fermentation, urinary purine derivatives and serum metabolites in Tibetan and small-tailed Han sheep	JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION												Tibetan sheep are indigenous to the Qinghai-Tibetan Plateau, graze the grassland all year round without supplementation and are well-adapted to the harsh conditions. Small-tailed Han sheep were introduced to the plateau and are raised mainly in feed-lots. Based on their different backgrounds, we hypothesized that the ability to cope with poor diets would be better in Tibetan than in Han sheep. To test our prediction, we examined the effect of dietary energy on apparent digestibilities, rumen fermentation, urinary purine derivatives and serum metabolites by using a 4 x 4 Latin square design in each sheep breed. Four diets were formulated to be low in crude protein (similar to 7%) but to differ in metabolizable energy concentration. Average daily gain was greater in Tibetan than in Han sheep (p < 0.01) and increased linearly with an increase in energy intake (p < 0.001). The digestibilities of dry matter, organic matter, gross energy, and neutral and acid detergent fibres were greater in Tibetan than in Han sheep (p < 0.05). Ruminal pH was lower ( p < 0.05), while volatile fatty acids ( VFAs), urea-N, ammonia-N and soluble protein-N concentrations were higher ( p < 0.05) in Tibetan than in Han sheep. As a molar proportion of total VFA, acetate decreased (p < 0.001) with an increase in dietary energy whereas propionate and butyrate increased (p < 0.05). Urinary purine derivative excretion was greater in Tibetan than in Han sheep (p < 0.01), as was microbial nitrogen production; both parameters increased with dietary energy ( p < 0.01). Serum concentrations of glucose, insulin and insulin-like growth factor-1 increased ( p < 0.05) as energy level increased, while non-esterified fatty acids and growth hormone decreased (p < 0.05). It was concluded that Tibetan sheep were better able to cope with low-protein, low-energy diets and, consequently, our prediction was supported.					Jing, Xiaoping/GQA-3866-2022; Guo, Xusheng/AFL-7090-2022; Sun, Tao/ABI-9387-2022	Jing, Xiaoping/0000-0003-1759-9366; Guo, Xusheng/0000-0002-5587-3920; 													0931-2439	1439-0396				JUL	2019	103	4					977	987		10.1111/jpn.13098	http://dx.doi.org/10.1111/jpn.13098								31021031					WOS:000491255300002
J	Zhao, FZ; Wang, JY; Li, Y; Xu, XF; He, LY; Wang, J; Ren, CJ; Guo, YX				Zhao, Fazhu; Wang, Jieying; Li, Yi; Xu, Xiaofeng; He, Liyuan; Wang, Jun; Ren, Chengjie; Guo, Yaoxing			Microbial functional genes driving the positive priming effect in forest soils along an elevation gradient	SOIL BIOLOGY & BIOCHEMISTRY												The priming effect is a pivotal mechanism for microbial regulation of soil C cycling; however, the microbial mechanisms underlying priming effects remain elusive. Here, we combined an isotopic approach with meta-genomic sequencing to investigate priming effects at five forest sites along an elevational gradient. Positive priming effects were found across the Quercus aliena var. acutiserrata (low elevation), Q. wutaishanica (low-mid elevation), Betula albosinensis (mid elevation), Abies fargesii Franch (mid-high elevation), and Larbc chinensis Beissn (high elevation) forest sites. A significant positive correlation was found between the abundance of microbial C decomposition genes and priming effects (p < 0.05). Further analysis revealed that the microbial functional genes for breaking down stable C (lignin, lipids, and chitin) predominately drove the positive priming effects. Moreover, we found strong correlations between the relative abundance of eight near-complete bacterial genome bins and the priming effect. Five out of the eight genomes were associated with the Proteobacteria, indicating their predominant role in priming effects. Our results revealed that SOM quality (soil organic C, total nitrogen, and ratio of alkyl-C to O-alkyl-C), and soil environment (pH and bulk density) were the major drivers of the priming effect in forest soils as they regulated the abundance of microbial decomposition genes. In conclusion, the present study investigated the metagenomic basis of the priming effect, highlighting the importance of bacteria in association with substrate and environmental factors for C decomposition in forest soils.					Xu, Xiaofeng/B-2391-2008	Xu, Xiaofeng/0000-0002-6553-6514; Wang, Jieying/0000-0002-9635-3438													0038-0717	1879-3428				FEB	2022	165								108498	10.1016/j.soilbio.2021.108498	http://dx.doi.org/10.1016/j.soilbio.2021.108498													WOS:000819928700008
J	Huang, F; Ding, XX; Li, WW; Jia, HT; Wei, XR; Zhao, XN				Huang, Fan; Ding, Xiaoxue; Li, Wenwen; Jia, Hongtao; Wei, Xiaorong; Zhao, Xiaoning			The effect of temperature on the decomposition of different parts of maize residues in a solonchak	CATENA												Returning maize residue not only helps maintain soil fertility but also local soil carbon balance. Although there have studies of maize residue decomposition, seldom focused on combining different parts of maize residue under field and incubation experiments at different temperatures in saline and alkaline soils. We carried out an incubated decomposition experiment of maize residue (15, 25, 35 degrees C) and a field experiment (12 similar to 29 degrees C) by litter bag method within 90 days in a Solonchak. A double exponential model was used to simulate labile C (carbon) and recalcitrant C in decomposition. The correlation showed a closed decomposition relationship (R-2 > 0.98) for double exponential model. Field and laboratory experiments showed decomposition increased with temperature and followed order leaf (35%similar to 73%) > stem (35%similar to 72%) > root (21%similar to 63%). The decomposition increased rapidly within first 15 days and then slowed. The decomposition rates (day(-1)) of maize residue were 0.10 similar to 0.16 (labile C) and 0.0005 similar to 0.0015 (recalcitrant C) at field, and 0.05 similar to 0.10 and 0.0001 similar to 0.0014 at lab. The decomposition rate (day(-1)) of native soil organic C (SOC) labile C (0.05 similar to 0.13) and recalcitrant C (0.0002 similar to 0.0005) changed with temperature, but recalcitrant C changed not (0.98). The decomposition rate of recalcitrant C increased by 180%similar to 1100%, which was higher than that of labile C (50%similar to 80%) with increasing temperature. The Q(10) value showed decomposition of maize residue and SOC at 15 similar to 25 degrees C was larger than that at 25 similar to 35 degrees C. By adding 1 g maize stem or leaf to field, 0.15 similar to 0.39 g or 0.18 similar to 0.33 g C stored in soil, respectively. In summary, increased temperature significantly accelerated maize residue decomposition by increasing decomposition rate and turning a part of recalcitrant C into labile C. The temperature sensitivity of maize residue and SOC decomposition was higher at 15 similar to 25 degrees C than at 25 similar to 35 degrees C. The simulated saline and alkaline soil C stock was 0.1 similar to 1.7 kg ha(-1) yr(-1) from maize stem and leaf return facing warming.					Li, Wenwen/I-8671-2016														0341-8162	1872-6887				JUN	2021	201								105207	10.1016/j.catena.2021.105207	http://dx.doi.org/10.1016/j.catena.2021.105207		FEB 2021											WOS:000631043700023
J	Kuwabara, T; Naruiwa, N; Kawabe, T; Kato, N; Sasaki, A; Ikeda, A; Otani, S; Imura, S; Watanabe, K; Ohno, G				Kuwabara, Tomoko; Naruiwa, Nobuo; Kawabe, Tetsuya; Kato, Nanako; Sasaki, Asako; Ikeda, Atsushi; Otani, Shinji; Imura, Satoshi; Watanabe, Kentaro; Ohno, Giichiro			Human change and adaptation in Antarctica: Psychological research on Antarctic wintering-over at Syowa station	INTERNATIONAL JOURNAL OF CIRCUMPOLAR HEALTH												An Antarctic wintering-over station is a unique environment, as a small isolated society facing extreme survival margins. Psychological surveys have been done over ten years, including the Baum test, the Positive and Negative Affect Schedule (PANAS), the Coping Orientation to Problems Experienced (COPE), Subjective Health Complaints Inventory (SHC), the Two-Sided Personality Scale (TSPS) and medical consultations in Syowa Station, a Japanese Antarctic station to reveal the mental status of team members. Team members experienced fewer physical health risks in Antarctica than in Japan. Wintering-over team members reinterpreted situations positively and accepted their environment, sought instrumental social support, planned ahead, and used active coping skills and humour to overcome difficulties. They did not act out emotionally or deny problems. Individuals exhibited two types of coping, either stability through maintaining a previous lifestyle or flexible adjustment to a new way of life. Positive affect remained constant during the wintering-over period. In living through a harsh reality, team members drew support from the subjective feelings of an "internal relationship" with home or family in their minds. Thus, an Antarctic wintering-over station is an ideal isolated environment for psychological surveys, which can help understand future space travel and group managements in everyday societies.					Ikeda, Atsushi/AAP-8056-2020; Otani, Shinji/B-8273-2019	Ikeda, Atsushi/0000-0003-0934-5470; Otani, Shinji/0000-0002-3024-3578; Watanabe, Kentaro/0000-0002-5177-0086; Imura, Satoshi/0000-0002-6803-6996													1239-9736	2242-3982				JAN 1	2021	80	1							1886704	10.1080/22423982.2021.1886704	http://dx.doi.org/10.1080/22423982.2021.1886704								33617415					WOS:000620381100001
J	Oza, H; Padhya, V; Ganguly, A; Deshpande, RD				Oza, Harsh; Padhya, Virendra; Ganguly, Akash; Deshpande, R. D.			Investigating hydrometeorology of the Western Himalayas: Insights from stable isotopes of water and meteorological parameters	ATMOSPHERIC RESEARCH												The Himalayas govern the hydrometeorology of the entire Indian subcontinent and feed 19 major rivers on which a large population is dependent. Despite its vast socio-economic relevance, there exist knowledge gaps in the detailed understanding of Himalayan hydrometeorology. The present study attempts to understand subtle hy-drometeorological processes concerning precipitation in Western Himalaya (WH), which is further complex due to several mountain ranges in addition to the Great Himalaya and varied land cover. In this backdrop, oxygen and hydrogen isotopic analyses of daily precipitation samples collected from Jammu was done. Major processes and features identified are: (1) Raindrop re-evaporation is dominant, indicated by lower delta O-18 - delta D regression slope (6.6 & PLUSMN; 0.2). (2) Maximum raindrop re-evaporation occurs during Western Disturbances (WD), evident from the low d-excess (< 10%o) and high delta O-18 (> 0%o) with low rainfall. (3) Contrary to expectations, negligible moisture is derived from the Mediterranean region (MR) through WD. In contrast, maximum moisture (-97%) is derived from local terrestrial sources, estimated through backward wind trajectories and confirmed by vertical wind velocity (omega) and OLR. (4) The Arabian Sea (AS) moisture contributes more (-11%) compared to the Bay of Bengal (BOB) moisture (-8%) during the monsoon. (5) Isotopically, the most depleted precipitation during July-Aug is associated with continental recycling from the Indo-Gangetic plains and not with the BOB moisture. (6) Isotopic enrichment in precipitation towards end of monsoon is attributed to raindrop re-evaporation, lesser rainout fraction and moisture derived from enriched local sources. (7) Annually, 87% of the moisture for pre-cipitation is derived through continental recycling, and only 13% of the moisture is derived through marine sources (11% from AS and 2% from BOB). Moisture from MR (< 0.1%) is negligible.						Ganguly, Akash/0000-0003-0074-8687													0169-8095	1873-2895				APR 15	2022	268								105997	10.1016/j.atmosres.2021.105997	http://dx.doi.org/10.1016/j.atmosres.2021.105997		JAN 2022											WOS:000772628000001
J	Gu, YJ; Han, CL; Kong, M; Siddique, KHM; Li, FM				Gu, Yan-Jie; Han, Cheng-Long; Kong, Meng; Siddique, Kadambot H. M.; Li, Feng-Min			Film Mulching with Low Phosphorus Application Improves Soil Organic Carbon and Its Decomposability in a Semiarid Agroecosystem	AGRICULTURE-BASEL												Soil organic carbon (SOC) storage and decomposability are crucial for soil quality. Film mulching and phosphorus (P) application are important agricultural practices on the semiarid Loess Plateau. This study analyzed the combined effects of film mulching and P application on SOC, its fractions, and mineralization kinetics under alfalfa (Medicago sativa L.). The six-year field experiment incorporated randomized blocks of split-plot design with two mulching treatments (no film mulching with flat planting and film mulching with ridges and furrows) as main plots and four P levels (P0: 0 kg ha(-1), P1: 9.73 kg ha(-1), P2: 19.3 kg ha(-1), P3: 28.9 kg ha(-1)) as subplots. Mulching increased SOC content, SOC fractions (light and heavy fraction organic C, microbial biomass C, and dissolved organic C), and mineralization. After six years, mulching increased SOC content by 2.18, 2.60, 2.37, and 0.17 g kg(-1) at P0, P1, P2, and P3, relative to no mulching. With increasing P levels, SOC fractions and mineralization increased under no mulching but increased initially and then decreased under mulching. P1 with mulching displayed the highest SOC utilization efficiency and stability. Kinetic models divided SOC into an active and a slow SOC pool, with the latter showing the lowest decomposability and highest stability in P1 with mulching. Overall, film mulching with a low P level, especially 11.9 kg ha(-1) P fertilizer, promoted SOC storage under alfalfa on the semiarid Loess Plateau due to the high SOC content with high C utilization efficiency and stability and low decomposability.					Li, Feng-Min/K-8740-2012; gu, yanjie/HGT-8487-2022; Bajwa, Muhammad Naseer/AAK-5770-2020; Siddique, Kadambot H.M./B-3462-2011	Li, Feng-Min/0000-0002-2144-3498; gu, yanjie/0000-0002-3360-2580; Bajwa, Muhammad Naseer/0000-0002-4821-1056; Siddique, Kadambot H.M./0000-0001-6097-4235														2077-0472				JUN	2022	12	6							816	10.3390/agriculture12060816	http://dx.doi.org/10.3390/agriculture12060816													WOS:000818123400001
J	Tang, JZ; Xiao, DP; Wang, J; Fang, QX; Zhang, J; Bai, HZ				Tang, Jianzhao; Xiao, Dengpan; Wang, Jing; Fang, Quanxiao; Zhang, Jun; Bai, Huizi			Optimizing water and nitrogen managements for potato production in the agro-pastoral ecotone in North China	AGRICULTURAL WATER MANAGEMENT												Potato is a staple food crop in the agro-pastoral ecotone (APE) of North China. However, the potato yield is low and highly variable due to limited water and nutrient availabilities in the region. Irrigation and nitrogen (N) fertilization have been used widely to enhance potato yield but result in negative environmental impacts in the APE. This study aims to explore the optimum combinations of irrigation and N fertilization for different potato production goals by using APSIM-Potato model calibrated well by field experiments with different combinations of irrigation and N fertilizer conducted at the typical site in the APE. Long-term (1981-2010) simulation for potato yield, water use efficiency (WUE), nitrogen use efficiency (NUE), economic profits and environmental impacts were analyzed under different combinations of irrigation (IR, based on the soil water deficit, ranged from 10 (IR10) to 100 mm (IR100) with the interval of 10 mm) and N fertilization (ranged from 0 (N0) to 210 (N210) kg ha-1 with the interval of 30 kg ha-1). Combination of IR10 and N210 maximized potato yields in the whole APE, and the yield was highest in the middle APE, with the value of 35.2 t ha-1, which was 6.7% and 2.1% higher than that in the eastern and western APE. However, such water and nitrogen managements would cause annual decline of groundwater table by 1.6 m and N loss by 10.9 kg ha-1. In order to achieve the highest WUE, the irrigation amounts should be 124, 107 and 132 mm in the eastern, middle and western APE, respectively, coupled with 90 kg ha-1 N fertilizer, and the highest WUEs were 89.6 kg ha-1 mm-1, 93.1 kg ha-1 mm-1 and 84.8 kg ha-1 mm-1 in the eastern, middle and western APE. For highest FNUE, the combination should be IR10 and N30 across APE, and the highest values were 959 kg ha-1 kg-1, 1092 kg ha-1 kg-1 and 1022 kg ha-1 kg-1 in the eastern, middle and western APE. Moreover, to get the highest income, the irrigation ranged from IR50 to IR10 and the amounts of N fertilizers ranged from 30 kg ha-1 to 120 kg ha-1, and the maximum incomes were 18,250 CNY ha-1, 20,060 CNY ha-1 and 19,660 CNY ha-1 in the eastern, middle and western APE. In all, the combination that maximized the income could contain the relative higher yield, WUE, NUE and lower environmental sequence. Our study would be helpful in determining the optimal amounts of irrigation and N fertilization for different goals of potato production in the APE.					Wang, Jing/AFK-1683-2022	Wang, Jing/0000-0002-7960-0396													0378-3774	1873-2283				JUL 1	2021	253								106945	10.1016/j.agwat.2021.106945	http://dx.doi.org/10.1016/j.agwat.2021.106945		MAY 2021											WOS:000657165400002
