PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Luo, SS; Wang, SJ; Yao, PW; Guo, D; Li, XJ; Li, SQ; Tian, CJ				Luo, Shasha; Wang, Shaojie; Yao, Pengwei; Guo, Dan; Li, Xiujun; Li, Shiqing; Tian, Chunjie			Soil microbial communities under film mulching and N fertilization in semiarid farmland	NUTRIENT CYCLING IN AGROECOSYSTEMS												Film mulching and N fertilization can affect soil physicochemical properties, thereby improving plant growth, and may in turn affect soil microbial communities. Therefore, a 2-year field experiment was conducted to research the effects of film mulching and N fertilization on soil microbial communities. The four main treatments were N0F0, N0F1, N1F0, and N1F1, combining two N fertilizer rates (N0, 0kgN ha(-1); N1, 225kgN ha(-1)) and two mulching methods (F0, no mulching; F1, film mulching) in the absence and presence of plants. The film mulching treatments significantly increased the mean temperature by 0.2 degrees C and decreased the soil organic carbon (SOC), mineral N and water soluble organic C by 5.6%, 35.5% and 24.0%, respectively. The N fertilization treatments significantly increased the mineral N, water soluble organic N and KMnO4-oxidizable C by 117.9%, 256.4% and 55.3%, respectively. Additionally, the phospholipid fatty acid (PLFA) analysis of the soil microbial community revealed that the film mulching treatments significantly decreased the total PLFAs by 21.5% and the absolute abundance of fungi (F), bacteria (B), and actinomycetes by 26.7%, 23.1% and 24.6%, respectively. N fertilization significantly decreased the Gram-positive B/Gram-negative B ratio by 9.8%. Film mulching combining N fertilization significantly decreased the F/B ratio by 10.0%. Temperature (P<0.001) and SOC/total P (P<0.001) were confirmed to play significant roles in shaping the soil microbial community. Accordingly, short-term film mulching increases soil organic matter decomposition in the top soil and decreases the total soil microbial biomass and most microbial communities.					li, xiu/GXV-1745-2022; liu, qi/IQR-4870-2023; Li, Shiqing/AAG-8907-2019; wang, shaojie/HHY-8634-2022; LIU, HAO/JBI-9623-2023	Li, Shiqing/0000-0001-6886-7637; wang, shaojie/0000-0002-6818-3136; 													1385-1314	1573-0867				JUN	2019	114	2					157	170		10.1007/s10705-019-09998-9	http://dx.doi.org/10.1007/s10705-019-09998-9													WOS:000468242200005
J	Reddy, AA; Melts, I; Mohan, G; Rani, CR; Pawar, V; Singh, V; Choubey, M; Vashishtha, T; Suresh, A; Bhattarai, M				Reddy, Anugu Amarender; Melts, Indrek; Mohan, Geetha; Rani, Ch Radhika; Pawar, Vaishnavi; Singh, Vikas; Choubey, Manesh; Vashishtha, Trupti; Suresh, A.; Bhattarai, Madhusudan			Economic Impact of Organic Agriculture: Evidence from a Pan-India Survey	SUSTAINABILITY												The demand for organic foods is increasing worldwide due to health and environmental benefits. However, there are several unanswered questions, such as: Do organic farmers generate higher profits? Will the cost of cultivation reduce to compensate for low yields? Can farmers practice as per the organic agriculture protocols and obtain certification? The literature on organic agriculture varies widely in terms of profitability, yields and costs of organic products. A few studies have researched site-specific organic agriculture, but none have compared organic with conventional agriculture at larger scale in India. The Indian government has promoted organic agriculture since 2015 through its pan-India scheme-Paramparagat Krishi Vikas Yojana (PKVY). Under this program, there were 13.9 million certified organic farmers in 29,859 organic clusters, covering 0.59 million hectares (about 0.4% of the cropped area in India). This study assessed the implementation process of PKVY and the impact at the farmer level using the Difference-in-Difference approach. An economic surplus model was employed to observe the macro scale using data from an all-India representative sample from 576 clusters for the crop year 2017. The results identified that organic farmers experienced 14-19 percent less costs and 12-18 percent lower yields than conventional farmers. The net result is a marginal increase in profitability compared to traditional agriculture. The economy-wide economic surplus model indicates that there will be a reduction in producer and consumer surplus due to reduced crop yields. However, if the shift from conventional to organic is confined to rainfed, hilly and tribal areas, there will be an increase in both consumer and producer surplus.					Reddy, A Amarender/O-1832-2018; Melts, Indrek/I-7007-2016	Reddy, A Amarender/0000-0003-0615-0520; Melts, Indrek/0000-0003-3097-9152; SINGH, VIKAS/0000-0002-2915-0227														2071-1050				NOV	2022	14	22							15057	10.3390/su142215057	http://dx.doi.org/10.3390/su142215057													WOS:000887813400001
J	Chen, KL; Zhou, HK; Lu, BB; Wu, Y; Wang, J; Zhao, ZW; Li, YZ; Wang, M; Zhang, Y; Chen, WJ; Liu, GB; Xue, S				Chen, Kelu; Zhou, Huakun; Lu, Bingbing; Wu, Yang; Wang, Jie; Zhao, Ziwen; Li, Yuanze; Wang, Mei; Zhang, Yue; Chen, Wenjing; Liu, Guobin; Xue, Sha			Single-Species Artificial Grasslands Decrease Soil Multifunctionality in a Temperate Steppe on the Qinghai-Tibet Plateau	AGRONOMY-BASEL												Artificial grasslands have been regarded as an effective method to improve grass production and quality, especially on the Qinghai-Tibet Plateau. Soil ecosystem multifunctionality (EMF) plays an important role in sustainable regional development. However, few studies have investigated the impacts of artificial grasslands on soil EMF. Here, we constructed single-species artificial grasslands in a natural temperate steppe and investigated soil microbial communities, abiotic factors (soil moisture and pH), and functions related to biogeochemical cycles to explore (1) how the transformation from temperate steppe to artificial grasslands affected soil EMF and (2) the roles of species and phylogenetic microbial diversities, microbial community composition, and abiotic factors in driving differences in soil EMF. Our results showed that artificial grasslands decreased soil EMF regardless of planting species; that the bacterial and fungal community composition contributed more to soil EMF prediction than species and phylogenetic diversities; and that microbial phylogenetic diversities were negatively associated with soil EMF. Soil pH played an important role in the effects of artificial grasslands on soil EMF-artificial grasslands increased soil pH, which was negatively associated with soil EMF. Overall, the benefits of establishing artificial grasslands, for example, higher grass production and quality, might be at the expense of soil EMF. Further studies should explore mixed-species artificial grasslands.					li, bai/JNE-1502-2023; chen, wenjing/IZE-8536-2023															2073-4395				NOV	2021	11	11							2092	10.3390/agronomy11112092	http://dx.doi.org/10.3390/agronomy11112092													WOS:000725772700001
J	Jia, R; Wang, K; Li, LN; Qu, Z; Shen, WS; Qu, D				Jia, Rong; Wang, Kun; Li, Lina; Qu, Zhi; Shen, Weishou; Qu, Dong			Abundance and community succession of nitrogen-fixing bacteria in ferrihydrite enriched cultures of paddy soils is closely related to Fe(III)-reduction	SCIENCE OF THE TOTAL ENVIRONMENT												In flooded paddy soils, some metal reducers are also capable of nitrogen (N) fixation, which is essential in ensuring a reliable N-supply for rice growth. Microbial iron [Fe(III)] reduction is an important biogeochemical process that can be stimulated by ferrihydrite amendment to paddy soil. Therefore, this study aimed to investigate the abundance and succession of the N-2-fixing bacterial community in ferrihydrite enriched paddy soils collected from Hunan (HN) and Sichuan (SC) provinces, China. The relationship between the N-2-fixing bacterial community and Fe(III) reduction was also assessed. When compared with the control treatment, ferrihydrite enrichment significantly enhanced nitrogenase (nifH) gene abundance by 8.05 x 10(5) to 4.45 x 10(6) copies g(-1) soil during the 40-day flooding of HN soil, while nifH gene abundance in SC soil was remarkably increased by 5.90 x 10(7) to 9.56 x 10(7) copies g(-1) soil during day 1 to 5 in response to ferrihydrite amendment. The relative abundance of N-2-fixing bacteria peaked on day 5 (21.5% in HN soil and 5.4% in SC soil) and gradually decreased to a stable abundance after day 20. Remarkable increases in relative abundance of N-2-fixing bacteria during the first 10 days of flooding were detected in both soils with ferrihydrite enrichment, whereas little difference was found after day 10 of flooding. During the early stage of flooding, the Shannon and Simpson indexes of N-2-fixing bacteria with ferrihydrite enrichment were significantly decreased, and the community structure changed greatly. Most N-2-fixing bacteria in ferrihydrite enriched paddy soils were phylogenetically related to the order Clostridiales, with some of those potentially capable of Fe(III) reduction. The community succession of N2-fixing bacteria closely correlated with Fe(III) reduction. Thus, improving N-2-fixation via stimulation of Fe(III) reduction might aid in the reduction of N-fertilizer application to paddy field. (C) 2020 Elsevier B.V. All rights reserved.					Jia, Rong/CAG-9823-2022; Qu, Zhi/GLN-7394-2022; Shen, Weishou/GWZ-1509-2022	Jia, Rong/0000-0003-3733-0946; Shen, Weishou/0000-0001-9452-5665													0048-9697	1879-1026				JUN 10	2020	720								137633	10.1016/j.scitotenv.2020.137633	http://dx.doi.org/10.1016/j.scitotenv.2020.137633								32146407					WOS:000525736600001
J	Yang, B; Wang, WL; Guo, MM; Guo, WZ; Wang, WX; Kang, HL; Zhao, M; Chen, ZX				Yang Bo; Wang Wen-long; Guo Ming-ming; Guo Wen-zhao; Wang Wen-xin; Kang Hong-liang; Zhao Man; Chen Zhuo-xin			Soil erosion of unpaved loess roads subjected to an extreme rainstorm event: a case study of the Jiuyuangou watershed on the Loess Plateau, China	JOURNAL OF MOUNTAIN SCIENCE												Rainfall can cause serious soil loss in the Loess Plateau hilly and gully region, but little focus has been placed on the extreme rainstorm effects on unpaved loess road soil erosion. A field survey method was used to investigate the erosional effects of the 7.26 heavy rainfall event on unpaved loess roads in the Jiuyuangou watershed of the Loess Plateau, China. The results showed that the average and maximum widths of the eroded gullies that formed on the unpaved roads were 0.65-1.48 m and 1.00-3.60 m, respectively. The average and maximum depths of the eroded gullies were 0.42-1.13 m and 0.75-4.30 m, respectively. The average width-to-depth ratio was 1.31, indicating that the widening effect was greater than the downcutting effect in the eroded gullies. In addition, the gully density ranged from 0.07 to 0.29 m m(-2), and the road surface dissection degree ranged from 0.03 to 0.41 km(2) km(-2). Eroded gullies generally developed at the slope toe of the cut bank side. The average eroded gully width and depth at turns in the road were 1.47-2.64 times and 1.30-3.47 times greater, respectively, than those in other road sections. The road erosion modulus increased from the upper section to the lower section of the roads. The average road erosion modulus of the study catchment was 235,000 t km(-2). Turns in the road were associated with collapses, sinkholes and other gravitational erosion phenomena. The amount of road erosion under extreme rainfall conditions is mainly related to the interactions among road length, width, slope and soil bulk density. Our results provide a useful reference for developing further measures for preventing road erosion on the Loess Plateau.					Guo, Mingming/ABH-4307-2020; chen, zhuoxin/ABH-4099-2020; 杨, 波/ISV-6275-2023	Guo, Mingming/0000-0002-4887-5688; chen, zhuoxin/0000-0002-8673-0498; Wang, Wenxin/0000-0002-5826-6405; Guo, Wen-Zhao/0000-0002-6510-3719; Wang, Wen-Long/0000-0002-3594-3653; bo, Yang/0000-0003-3097-7739													1672-6316	1993-0321				JUN	2019	16	6					1396	1407		10.1007/s11629-018-5211-z	http://dx.doi.org/10.1007/s11629-018-5211-z													WOS:000471607300013
J	Wang, SQ; Guo, Q; Wang, SD; Chen, ZY				Wang, S. Q.; Guo, Q.; Wang, S. D.; Chen, Z. Y.			SELECTING THE SUPERIOR GENOTYPE OF SUMMER MAIZE HYBRIDS IN MEGA-ENVIRONMENTS USING AMMI MODEL AND GGE BIPLOT IN CHINA	APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH												Effective analysis of genotype by environment interactions (GET) is helpful to screen stable genotypes in a variety of environments. Therefore, the purpose of this study is to test the stability and adaptability of the agronomic traits of maize hybrids from different ecological environments. Thirteen maize hybrids in twenty-six locations over two years (2017-2018) in Huanghuaihai region was conducted to compare the performance and stability of six agronomic traits using AMMI (additive main effect and multiplicative interaction) model and GGE (genotype, genotype x environment) biplot. The analysis of variance through AMMI model showed that genotype (G), environment (E), and GEI had significant effects on agronomic traits. E explains a larger portion of the total variation in grain yield (GY), ear weight (EW) and 100-grain weight (100-GW), to a much higher degree than GEI and G. However, compared to E and G, GEI contributed more to total variation in ear length (EL), kernel row number (KRN) and bald tip length (BTL). Comprehensive analysis of the AMMI model and the GGE biplot results showed that genotypes G2, G3, and G4 had better agronomic performance and stability than other genotypes and are ideal for planting.																			1589-1623	1785-0037					2020	18	2					3593	3614		10.15666/aeer/1802_35933614	http://dx.doi.org/10.15666/aeer/1802_35933614													WOS:000530720800098
J	Xu, MP; Zhi, RC; Jian, JN; Feng, YZ; Han, XH; Zhang, W				Xu, Miao-ping; Zhi, Ruo-chen; Jian, Jun-nan; Feng, Yong-zhong; Han, Xin-hui; Zhang, Wei			Changes in Soil Organic C Fractions and C Pool Stability Are Mediated by C-Degrading Enzymes in Litter Decomposition of <i>Robinia pseudoacacia</i> Plantations	MICROBIAL ECOLOGY												Litter decomposition is the main source of soil organic carbon (SOC) pool, regarding as an important part of terrestrial ecosystem C dynamics. The turnover of SOC is mainly regulated by extracellular enzymes secreted by microorganisms. However, the response mechanism of soil C-degrading enzymes and SOC in litter decomposition remains unclear. To clarify how SOC fraction dynamics respond to C-degrading enzymes in litter decomposition, we used field experiments to collect leaf litter and SOC fractions from the underlying layer in Robinia pseudoacacia plantations on the Loess Plateau. Our results showed that SOC, easily oxidizable organic C, dissolved organic C, and microbial biomass C increased significantly during the decomposition process. Litter decomposition significantly decreased soil hydrolase activity, but slightly increased oxidase activity. Correlation analysis results showed that SOC fractions were significantly positively correlated with the litter mass, lignin, soil moisture, and oxidase activity, but significantly negatively correlated with cellulose content and soil pH. Partial least squares path models revealed that soil C-degrading enzymes can directly or indirectly affect the changes of soil C fractions. The most direct factors affecting the SOC fractions of topsoil during litter decomposition were litter lignin and cellulose degradation, soil pH, and C-degrading enzymes. Furthermore, regression analysis showed that the decrease of SOC stability in litter decomposition was closely related to the decrease of soil hydrolase to oxidase ratio. These results highlighted that litter degradation-induced changes in C-degrading enzyme activity significantly affected SOC fractions. Furthermore, the distribution of soil hydrolases and oxidases affected the stability of SOC during litter decomposition. These findings provided a theoretical framework for a more comprehensive understanding of C turnover and stabilization mechanisms between plant and soil.																			0095-3628	1432-184X				AUG	2023	86	2					1189	1199		10.1007/s00248-022-02113-6	http://dx.doi.org/10.1007/s00248-022-02113-6		SEP 2022						36123554					WOS:000857854500001
J	Liu, HH; Qian, F; Ding, WF; Gómez, JA				Liu, Honghu; Qian, Feng; Ding, Wenfeng; Gomez, Jose A.			Using 3D scanner to study gully evolution and its hydrological analysis in the deep weathering of southern China	CATENA												This study integrated 3D scanner measurement techniques with hydrological analysis to study the evolution of gullies developed in the deep weathering (granite) in the subtropical climate of southern China. Two gullies were repeatedly measured using a 3D laser scanner over a 7.5-year period from 2009 to 2016. The measurements with sub-centimeter accuracy indicated that gully head retreat was the dominant process in the gully development, with a mean rate of 0.46 and 1.10 m yr(-1) for gully A and B respectively. To explore the relationship between gully head retreat (GHR) and hydrologic variables, rainfall with three different thresholds, rainfall erosivity and runoff depth were calculated using different methods. Statistical analysis showed a significant correlation between GHR rates and cumulative erosive rainfall depth with a daily rainfall threshold > 25 mm. Hydrological analysis and field observations suggested that gully head retreats mainly result from mass movement triggered by gravity and soil saturation, although water erosion might also play a role in destabilizing the already unstable gully slopes. This study has implications for restoration of gullies in the area, which requires techniques that go beyond a mere reduction of runoff contribution to gully systems. Further studies are needed to gather more data on the evolution and sediment delivery of gullies, to prove the hypothesis of gravity-driven gully headcut development, and to explore more effective gully restoration techniques.					Ding, Wen/JGD-3843-2023	liu, honghu/0000-0001-7837-5257													0341-8162	1872-6887				DEC	2019	183								104218	10.1016/j.catena.2019.104218	http://dx.doi.org/10.1016/j.catena.2019.104218													WOS:000488417700029
J	Zhang, JQ; Shang, YT; Bai, RR; Yin, MF; Wang, XT; Zheng, FL				Zhang, Jiaqiong; Shang, Yueting; Bai, Ruru; Yin, Minfeng; Wang, Xiaotong; Zheng, Fenli			Sediment source determination for a series of connected check dams in an agricultural catchment in the Chinese Mollisol region	JOURNAL OF HYDROLOGY												The composite fingerprinting approach is valuable in sediment source identification at different temporal and spatial scales. However, few studies have estimated watershed sediment source connections and transport impacted by multiple check dams. This is due to the complexity of particle sorting under flood discharge practices. Here, we attempt to identify sediment sources with three connected check dams in an agricultural Mollisol catchment in Northeast China based on optimal fingerprints screened from different size fractions (i.e., <10, <63, and <1000 mu m). The results showed consistent sediment contributions based on fine particle size ranges (i.e., <10 and <63 mu m) but an inconsistent contribution based on a coarse particle size range (i.e., <1000 mu m), regardless of the particle size or the organic corrections applied. Sediment deposited in check dams No. 1 and No. 2 was mainly from hillslopes (cropland) (>66.7 %), while sediment in check dam No. 3 was from its adjacent upstream check dam (i.e., No. 2; >60.5 %) based on optimal fingerprints screened from <10 and <63 mu m particle size ranges. However, when fingerprints were screened from a coarse particle size (<1000 mu m), sediment in all three check dams was mainly from gully slopes (>79.0 %), regardless of the specific surface area (SSA) of particles or the soil organic carbon (SOC) correction factors used in the model except for SOC correction for check dam No. 2. Conversely, sediment was mainly derived from hillslopes when fingerprint values were corrected using SSA and SOC, except that no optimal fingerprints were selected. This indicated the feasibility of sediment source discrimination based on the composite fingerprinting approach for sediment source identifi-cation in catchments with a series of connected check dams under the condition that particle fractions impacted by check dams are relatively weak. However, optimal fingerprints screened from a relatively wide range of coarse particles caused divergent results regardless of the particle size or the organic correction factors used in model estimation or in fingerprint values. Further studies are necessary to explore the reliability of the composite fingerprinting approach for sediment source tracing under a series of connected check dams, where coarse sediment is selectively deposited and fine sediment is massively discharged under flood discharge practices.																			0022-1694	1879-2707				FEB	2023	617		C						129045	10.1016/j.jhydrol.2022.129045	http://dx.doi.org/10.1016/j.jhydrol.2022.129045		JAN 2023											WOS:000919052700001
J	Muluneh, B; Shiferaw, D; Teshome, D; 'leh, JAK; Megersa, B				Muluneh, Bantayehu; Shiferaw, Desie; Teshome, Dereje; Al-Khaza 'leh, Jafar; Megersa, Bekele			Constraints and incidence of camel calf morbidity and mortality in Borana rangeland, Southern Ethiopia	JOURNAL OF ARID ENVIRONMENTS												A longitudinal study was conducted to determine the incidence of mortality and morbidity rates of camel calves (birth to 180 day) and associated risk factors. Results showed that diseases, parasite infections, feed shortage, inadequate veterinary services and recurrent drought were the major constraints. Out of 205 calves, 185 had manifested 256 disease symptoms and 34 of them were died. Thus, a calf had 74.7% and 16.4% likelihood of developing a disease and dying during the cohort period. The incidence of diarrhea, pneumonia, camel pox and septicemia were 59, 51, 38 and 17 cases per 100 calves-six-months at risk, respectively. The risk of diarrhea (hazard ratio = 1.15) and pneumonia (HR = 1.48) were higher during the wet season and in calves kept on communal grazing than others. The hazard of camel pox incidence was higher during dry periods and in calves fed limited amount of colostrum. The mortality rate was found to be lower among calves above three months (HR = 0.31), calves with normal delivery (HR = 0.32) and those kept at homestead (HR = 0.45) compared to others. The hazards of mortality were 6.80 and 3.02 times higher during the dry season than wet period and in calves that consumed less colostrum than their counterparts.					; Al-Khaza'leh, Ja'far/G-5680-2017	Teshome, Dereje/0000-0001-6347-9547; Al-Khaza'leh, Ja'far/0000-0002-9255-3758; Sheferaw, Desie/0000-0003-2128-8392													0140-1963	1095-922X				NOV	2022	206								104841	10.1016/j.jaridenv.2022.104841	http://dx.doi.org/10.1016/j.jaridenv.2022.104841		AUG 2022											WOS:000880778500002
